Age,Salary,CreditScore,Gender,SpendingScore,MembershipYears,PreviousPurchases,Purchased
37,125585,859,Male,30,8,25,1
36,88045,719,Male,25,13,37,1
52,41400,460,Male,57,1,27,0
21,68270,460,Female,63,11,1,0
22,92069,427,Male,71,8,1,0
18,139415,450,Female,47,3,15,0
21,69833,743,Female,84,10,22,1
29,83644,770,Male,81,14,22,1
44,100206,762,Male,3,2,12,0
59,89468,329,Male,46,6,20,0
40,132899,772,Male,36,4,38,1
42,79473,856,Male,26,12,24,1
38,65809,379,Male,10,4,36,0
41,58328,338,Female,34,11,48,1
42,56784,539,Female,78,12,12,1
62,43723,856,Female,8,1,14,0
63,80646,889,Female,55,5,27,0
49,86255,636,Female,91,5,2,0
49,20074,579,Female,10,11,22,0
22,144173,415,Male,57,3,3,0
53,46498,568,Male,79,4,46,1
63,85522,634,Male,86,6,49,1
59,116881,611,Female,45,13,2,0
59,40541,352,Female,50,7,38,0
56,65929,367,Female,64,5,7,0
33,143199,333,Male,95,4,42,1
50,120453,685,Male,2,11,24,1
38,46028,548,Male,45,2,40,1
26,49545,410,Female,95,6,11,0
23,99569,393,Female,62,7,4,0
62,51673,709,Female,14,2,32,0
52,50974,478,Male,74,4,45,1
56,78899,346,Female,94,10,24,1
39,43097,675,Male,15,1,24,0
58,122511,886,Male,14,9,34,1
22,113144,501,Male,31,9,14,0
59,84824,744,Male,29,11,41,1
40,43525,596,Male,27,3,25,0
34,77804,607,Male,85,11,9,1
29,35043,792,Male,9,3,23,0
40,61846,637,Female,20,11,34,1
33,97261,365,Male,99,12,28,1
20,122240,721,Female,58,7,37,1
47,127611,839,Male,79,2,4,0
39,70227,792,Male,88,4,23,1
26,73028,616,Male,49,10,18,0
46,57383,374,Female,57,4,45,1
64,49483,358,Male,16,1,48,0
54,27265,685,Male,75,8,43,1
40,42763,314,Female,8,3,8,0
30,95652,530,Female,67,8,25,1
49,35733,498,Female,19,8,24,0
63,132196,653,Female,67,1,34,1
64,111038,334,Male,36,8,49,1
40,57420,461,Male,89,8,35,1
62,141480,770,Female,60,1,13,1
34,128777,830,Male,36,10,5,0
57,29247,722,Female,11,12,31,0
38,43840,647,Female,51,5,25,0
19,85149,446,Female,80,8,14,1
54,41058,673,Male,55,3,48,1
23,135229,715,Female,54,1,30,1
61,54929,793,Male,17,6,36,0
35,104171,858,Male,62,14,37,1
47,111164,555,Male,42,8,36,1
39,51362,402,Female,24,5,18,0
50,106489,420,Male,17,10,13,0
47,104664,718,Female,48,10,35,1
34,67356,649,Male,84,13,36,1
60,97597,341,Male,86,3,10,0
49,147880,666,Male,70,0,26,1
59,26041,328,Female,7,3,1,0
31,98209,313,Female,14,2,21,0
27,147037,784,Female,11,6,1,0
64,81954,488,Female,12,10,19,0
53,81869,594,Male,5,12,43,1
51,41059,482,Male,5,10,47,1
26,119864,847,Female,20,9,16,1
59,64722,336,Female,54,4,3,0
45,37548,313,Female,55,11,13,0
28,35078,894,Female,58,2,6,0
31,25419,458,Male,79,13,14,0
56,55490,793,Female,90,1,29,1
64,96086,628,Female,97,12,15,1
36,135158,382,Male,30,1,39,0
32,78760,855,Female,24,4,1,0
45,50337,879,Male,87,12,18,1
41,21468,859,Female,73,12,0,0
25,44309,868,Male,3,7,30,0
60,86344,886,Female,48,7,3,0
26,110283,321,Female,71,13,26,1
64,92255,431,Female,22,11,24,1
50,147006,764,Female,14,4,21,0
50,101899,755,Female,48,12,42,1
36,48718,601,Male,29,1,9,0
20,114337,566,Female,50,12,49,1
27,128895,694,Male,80,3,32,1
57,57841,419,Male,98,6,48,1
64,93548,545,Male,10,13,47,1
59,103565,867,Male,71,5,43,1
18,66660,337,Female,89,9,29,1
46,126553,544,Female,27,6,29,1
51,70281,320,Female,79,4,15,0
30,133451,409,Female,96,1,8,0
18,136041,693,Male,28,7,16,1
51,20767,709,Male,9,13,34,0
46,23895,307,Male,71,11,49,1
64,78026,743,Female,80,1,46,1
30,138142,627,Female,26,11,14,1
46,62968,589,Female,99,7,47,1
56,60097,810,Female,81,14,27,1
41,35332,660,Male,87,6,19,0
43,34621,898,Female,8,2,32,0
34,96870,518,Female,2,12,32,1
24,38174,705,Male,95,3,35,1
30,144357,519,Male,57,12,12,1
22,119189,894,Female,52,6,3,0
43,60502,406,Female,58,3,22,0
20,56674,880,Male,96,8,7,1
24,57260,585,Female,93,6,12,0
56,62498,307,Male,3,0,23,0
18,87609,488,Male,8,0,39,0
34,69464,380,Female,59,14,45,1
60,91805,407,Male,2,3,29,0
42,84919,620,Female,95,13,29,1
20,148564,878,Female,62,13,24,1
32,74469,645,Female,49,12,32,1
46,37194,627,Female,20,8,8,0
60,46811,854,Male,29,12,25,0
49,92377,601,Female,17,3,23,0
43,145737,499,Female,74,12,32,1
33,63723,718,Male,22,4,38,0
42,120336,338,Female,6,0,24,0
45,95235,606,Female,62,14,44,1
26,131041,303,Female,98,13,14,1
18,96298,376,Female,31,1,40,1
46,79238,767,Male,62,10,47,1
39,148353,478,Male,12,3,48,1
33,125433,575,Female,12,11,40,1
58,137393,451,Male,63,3,5,0
61,127092,463,Male,16,10,19,1
58,22147,589,Male,25,9,43,1
24,118919,677,Male,22,5,15,0
31,119251,609,Female,91,12,20,1
46,58445,688,Male,88,5,14,0
36,73803,482,Female,76,7,38,1
36,147253,605,Female,18,11,41,1
19,81108,371,Male,45,12,3,0
58,126170,518,Female,80,8,23,1
62,22013,472,Male,68,13,2,0
32,105617,571,Female,12,0,49,1
20,102410,767,Female,49,0,0,0
28,73502,568,Male,33,14,29,1
63,137116,319,Female,86,5,12,1
47,57755,877,Male,63,3,17,0
57,28733,802,Female,18,10,39,1
35,29479,446,Female,54,3,10,0
19,95361,728,Male,97,0,41,1
49,41304,464,Male,27,8,28,0
25,55694,609,Male,83,11,3,0
39,144232,817,Female,78,10,24,1
23,125586,313,Male,25,2,35,1
29,101171,431,Male,34,14,35,1
64,134151,738,Male,88,4,43,1
57,106296,562,Male,60,9,39,1
53,29490,524,Female,54,0,27,0
32,41252,557,Female,87,7,44,1
45,125290,533,Female,5,2,7,0
62,26862,635,Female,36,13,20,0
35,130463,708,Female,54,14,34,1
19,89959,323,Female,88,0,43,1
30,30450,570,Male,36,9,17,0
62,76022,394,Female,69,5,46,1
32,147898,441,Male,39,0,24,1
37,81991,380,Male,70,14,45,1
46,60927,573,Male,4,14,40,1
59,120377,575,Male,74,2,4,0
46,108090,764,Female,65,4,46,1
20,69853,507,Female,85,3,7,0
36,51826,595,Female,40,6,22,0
20,62879,338,Male,37,5,2,0
31,77265,587,Female,67,11,43,1
57,92361,423,Female,31,2,36,0
21,128956,582,Female,91,10,30,1
28,97990,479,Female,81,7,28,1
48,109787,396,Female,87,7,40,1
60,106184,490,Female,77,13,19,1
49,60736,373,Male,47,1,2,0
44,44530,746,Male,27,6,22,0
47,98052,796,Female,51,13,39,1
60,67058,860,Male,20,0,20,0
19,126080,783,Male,13,1,12,0
26,94094,415,Female,63,7,7,0
45,94255,834,Male,44,11,4,0
48,24886,397,Female,24,0,24,0
51,146598,627,Male,3,1,38,0
32,113721,706,Female,10,11,36,1
42,138623,612,Male,65,0,40,1
53,57387,447,Male,49,4,4,0
25,41575,641,Male,58,6,7,0
26,132260,794,Male,77,5,43,1
54,128649,322,Female,78,5,3,0
62,59643,404,Male,97,5,40,1
56,30100,878,Female,2,7,21,0
49,80356,857,Female,66,4,13,0
34,27856,892,Male,31,14,18,0
52,58169,521,Male,68,9,12,0
54,48804,314,Female,98,6,34,1
36,149557,377,Male,83,2,3,0
61,55790,621,Female,37,8,32,0
46,50988,540,Male,73,9,21,1
24,129979,317,Female,24,2,0,0
45,96448,753,Male,77,13,10,1
26,58506,742,Male,44,13,15,0
45,133430,576,Female,94,5,3,0
23,107904,723,Female,83,2,28,1
46,87306,775,Female,41,0,38,1
34,32305,326,Male,74,0,43,0
33,29969,813,Male,51,2,37,0
40,32404,763,Male,42,3,23,0
48,28989,662,Male,78,13,8,1
20,85305,682,Female,40,1,7,0
38,55983,824,Female,48,8,13,0
43,130284,681,Male,84,14,14,1
53,59462,483,Male,4,10,21,0
59,39360,493,Male,60,7,36,1
54,105657,761,Female,39,11,14,1
39,46287,355,Female,5,12,5,0
59,85472,529,Male,96,2,0,0
29,135440,788,Female,6,6,19,0
59,128965,327,Male,14,3,40,1
30,81313,882,Male,70,4,35,1
28,54160,483,Female,78,3,1,0
33,26789,724,Female,12,8,5,0
25,47181,674,Female,62,10,1,0
57,34385,340,Female,27,6,2,0
57,102597,783,Male,54,12,6,1
62,85641,559,Female,90,3,19,1
19,64247,740,Female,12,12,48,1
47,106673,383,Female,8,7,40,1
47,120250,345,Female,74,1,40,1
29,25544,739,Male,16,6,4,0
27,135783,818,Male,52,10,24,1
61,33275,737,Female,26,0,37,0
28,125289,435,Female,8,7,17,0
32,83248,482,Male,45,12,0,0
33,54550,471,Male,93,13,24,1
34,73693,889,Female,84,11,16,1
43,148924,838,Male,81,13,45,1
19,39641,419,Male,19,12,14,0
29,91749,580,Male,17,14,4,0
43,144877,607,Male,65,5,16,0
40,100021,576,Female,29,11,20,1
35,35605,829,Male,14,4,22,0
49,123173,594,Male,17,8,42,1
55,70713,352,Female,13,8,9,0
64,40390,731,Female,93,2,16,0
20,95403,351,Female,98,8,0,0
55,78466,371,Male,91,12,36,1
20,23981,327,Female,63,14,47,1
47,29493,768,Male,33,12,6,0
18,91218,846,Female,29,8,11,0
47,91318,700,Male,37,1,39,0
62,135631,500,Female,83,4,49,1
49,139238,765,Female,46,10,0,0
45,115335,894,Male,24,1,19,0
38,127441,859,Female,14,0,43,1
63,36984,678,Female,5,6,30,0
30,145580,476,Female,53,3,3,0
44,131316,351,Female,88,4,25,1
53,42760,378,Female,98,3,11,0
24,111529,684,Male,95,5,21,1
39,21524,875,Male,30,10,0,0
27,138454,307,Female,60,1,0,0
56,69402,513,Female,73,7,2,0
32,111656,324,Male,91,3,11,0
32,85614,749,Male,28,7,20,0
21,55891,756,Female,26,2,12,0
49,111009,760,Male,18,11,12,0
40,59832,497,Female,36,11,40,1
23,65836,393,Female,8,10,17,0
41,93953,736,Female,18,4,32,0
37,33362,826,Female,84,11,5,1
54,86745,677,Male,58,2,24,1
37,57921,886,Male,32,11,22,1
29,90434,403,Male,93,14,23,1
50,147717,338,Female,49,12,36,1
45,38562,757,Male,48,6,25,1
25,84510,663,Female,82,14,3,1
18,96407,434,Female,71,2,37,1
54,27610,673,Male,65,14,34,1
39,129381,531,Female,92,11,48,1
23,112918,338,Female,33,7,10,0
38,35791,346,Female,50,8,35,0
49,78047,335,Male,4,12,24,0
52,120848,394,Female,84,11,19,1
32,123826,660,Male,36,1,0,0
22,87906,824,Female,95,2,29,1
63,39665,445,Male,28,11,3,0
23,90246,667,Female,3,12,22,1
42,85864,364,Male,6,6,34,0
63,66451,527,Male,45,4,41,1
57,123883,819,Female,23,9,21,1
46,106148,854,Female,7,6,30,0
24,65890,480,Female,61,1,0,0
57,26794,800,Female,65,13,3,0
30,52888,896,Male,6,13,18,0
55,26749,454,Female,24,3,29,0
35,66531,834,Male,37,0,0,0
19,135652,734,Female,45,14,47,1
25,40608,398,Male,51,4,18,0
28,100986,671,Male,88,7,20,1
50,89211,862,Male,45,0,21,0
55,140382,661,Female,63,6,49,1
44,103996,411,Female,29,6,1,0
37,76017,752,Male,96,6,5,0
29,123947,468,Male,25,14,20,1
60,77676,883,Male,10,0,32,0
48,31560,438,Male,35,11,18,0
44,74401,530,Male,55,10,26,1
49,70468,538,Female,25,2,36,0
27,135884,552,Male,91,10,28,1
20,52463,735,Female,45,1,27,0
62,51663,860,Female,96,14,33,1
44,133687,721,Female,12,14,0,0
52,88706,602,Male,4,4,47,1
48,78773,371,Male,90,1,24,1
32,53123,562,Male,67,12,20,1
33,114346,521,Male,17,13,33,1
30,29718,376,Female,73,4,25,0
52,146777,361,Female,93,4,35,1
28,82637,770,Female,65,3,34,0
38,20028,456,Male,82,10,22,1
28,82370,424,Male,53,6,16,0
47,67599,460,Male,84,9,46,1
52,37397,840,Male,57,5,41,1
39,129198,890,Male,98,1,11,1
55,127323,834,Male,28,14,43,1
48,65406,405,Female,99,3,19,0
31,67657,430,Female,16,12,38,0
41,87560,656,Male,21,13,26,0
49,143178,301,Female,77,10,41,1
53,124143,532,Female,99,6,36,1
49,144745,668,Female,42,8,19,1
32,146896,550,Female,54,8,10,1
60,33503,407,Male,32,11,27,0
52,74943,575,Female,38,2,1,0
20,95839,479,Male,70,0,23,0
33,102674,592,Male,38,8,15,0
22,45345,883,Female,54,7,11,0
38,138423,474,Male,60,6,15,1
27,70390,422,Female,77,5,35,1
36,115041,526,Male,77,13,1,1
